id_establecimiento,codigo_localidad,demanda_total,M_t,s_j,delta_j
111279000184,09,1138.0,29136.84210526316,0.039057080924855485,-0.2469988158788894
111279000362,09,2538.0,29136.84210526316,0.08710621387283236,0.5551052177091673
111279000966,09,4120.0,29136.84210526316,0.14140173410404624,1.0395820117784065
111279001296,09,1332.0,29136.84210526316,0.04571531791907514,-0.08958957946483137
111769000174,11,2212.0,96130.62656641605,0.02301035662626981,-0.7760786027495721
111769000247,11,3681.0,96130.62656641605,0.038291646808905594,-0.2667912320127761
111769000956,11,1624.0,96130.62656641605,0.01689367954840062,-1.085083444670174
111769001502,11,1592.0,96130.62656641605,0.01656079916321046,-1.104984598987469
111769001871,11,1741.0,96130.62656641605,0.018110773456752143,-1.0155160256236084
111769003122,11,2220.0,96130.62656641605,0.02309357672256735,-0.7724684905254722
111769003360,11,5687.0,96130.62656641605,0.059159085955513745,0.1682071819150024
111769003416,11,4080.0,96130.62656641605,0.0424422491117454,-0.16387869799359
111769003424,11,6708.0,96130.62656641605,0.0697800507454873,0.3333251575513021
111848002107,11,1899.0,96130.62656641605,0.019754370358628558,-0.9286482545795116
111848002522,01,2184.0,30556.84210526316,0.07147335423197491,0.3573017067295412
111848002662,01,2184.0,30556.84210526316,0.07147335423197491,0.3573017067295412
111848002671,01,1397.0,30556.84210526316,0.045718075028419854,-0.08952927087829243
111848002689,01,2812.0,30556.84210526316,0.0920252161631472,0.6100396227953011
111848003031,01,2381.0,30556.84210526316,0.0779203555065624,0.44366421635160824
111848003910,01,1137.0,30556.84210526316,0.037209342381756175,-0.29546313638471844
111850000740,05,2374.0,67218.94736842105,0.03531742303235303,-0.3476465929330459
111850001380,05,831.0,67218.94736842105,0.0123625857371042,-1.3973483732472105
111850001428,05,3460.0,67218.94736842105,0.051473582010084874,0.029045699949111103
111850001461,05,989.0,67218.94736842105,0.0147131134705127,-1.2232838364799465
111850001576,05,2421.0,67218.94736842105,0.03601663064925303,-0.3280422111646004
211001027485,03,218.0,10369.473684210527,0.02102324637092681,-0.8663942099001498
211102000201,07,2063.0,115661.05263157895,0.01783660059338539,-1.0307704461313114
