directorio_hog,N_pobre_monetario,N_pobre_extremo,N_pobre_ipm,N_ingpc,N_sin_cp,N_nper,N_gm_educ_hog,N_deficit_cuantitativo,N_deficit_cualitativo,N_deficit_habitacional
10453031,0,0,0,1166666.66666667,0,6,1541666.6,0,0,0
10453031,0,0,0,1166666.66666667,0,6,1541666.6,0,0,0
10453041,0,0,0,4400000,0,1,166666.67,0,0,0
10453051,1,1,0,125000,0,4,93333.336,0,0,0
10453051,1,1,0,125000,0,4,93333.336,0,0,0
10453051,1,1,0,125000,0,4,93333.336,0,0,0
10453051,1,1,0,125000,0,4,93333.336,0,0,0
10453061,1,0,0,206636.285714286,1,7,16666.666,0,1,1
10453061,1,0,0,206636.285714286,1,7,16666.666,0,1,1
10453061,1,0,0,206636.285714286,1,7,16666.666,0,1,1
10453061,1,0,0,206636.285714286,1,7,16666.666,0,1,1
10453061,1,0,0,206636.285714286,1,7,16666.666,0,1,1
10453061,1,0,0,206636.285714286,1,7,16666.666,0,1,1
10453061,1,0,0,206636.285714286,1,7,16666.666,0,1,1
10453071,1,1,0,100000,1,2,,0,0,0
10453071,1,1,0,100000,1,2,,0,0,0
10453081,0,0,0,517500,1,4,,0,0,0
10453081,0,0,0,517500,1,4,,0,0,0
10453081,0,0,0,517500,1,4,,0,0,0
10453081,0,0,0,517500,1,4,,0,0,0
10453101,1,1,0,,0,2,,0,0,0
10453101,1,1,0,,0,2,,0,0,0
10453111,1,0,0,327000,1,5,104166.67,0,0,0
10453111,1,0,0,327000,1,5,104166.67,0,0,0
10453111,1,0,0,327000,1,5,104166.67,0,0,0
10453111,1,0,0,327000,1,5,104166.67,0,0,0
10453111,1,0,0,327000,1,5,104166.67,0,0,0
10453121,1,0,0,450000,1,2,,0,0,0
10453121,1,0,0,450000,1,2,,0,0,0
10453151,1,1,1,,1,2,,0,0,0
10453151,1,1,1,,1,2,,0,0,0
10453261,0,0,0,1400000,0,1,,0,0,0
10453271,0,0,0,941666.666666667,1,1,,0,0,0
10453281,0,0,0,645833.333333333,1,2,,0,0,0
10453281,0,0,0,645833.333333333,1,2,,0,0,0
10453291,0,0,0,500000,0,1,,0,0,0
10453301,0,0,0,785333.333333333,0,3,,0,0,0
10453301,0,0,0,785333.333333333,0,3,,0,0,0
10453301,0,0,0,785333.333333333,0,3,,0,0,0
10453311,1,0,0,350000,0,1,,0,1,1
10453321,0,0,0,600000,0,1,,0,0,0
10453331,1,1,0,75000,1,4,,0,0,0
10453331,1,1,0,75000,1,4,,0,0,0
10453331,1,1,0,75000,1,4,,0,0,0
10453331,1,1,0,75000,1,4,,0,0,0
10453341,1,1,0,187500,1,4,16666.666,0,0,0
10453341,1,1,0,187500,1,4,16666.666,0,0,0
10453341,1,1,0,187500,1,4,16666.666,0,0,0
10453341,1,1,0,187500,1,4,16666.666,0,0,0
10453351,1,0,0,337222.222222222,0,3,30000,0,0,0
10453351,1,0,0,337222.222222222,0,3,30000,0,0,0
10453351,1,0,0,337222.222222222,0,3,30000,0,0,0
10453361,1,1,0,100000,1,4,,0,1,1
10453361,1,1,0,100000,1,4,,0,1,1
10453361,1,1,0,100000,1,4,,0,1,1
10453361,1,1,0,100000,1,4,,0,1,1
10453371,0,0,0,700000,0,1,,0,0,0
10453381,1,1,0,,0,1,,0,0,0
10453391,1,0,0,89166.6666666667,1,2,,0,0,0
10453391,1,0,0,89166.6666666667,1,2,,0,0,0
10453401,0,0,0,838611.111111111,1,3,,0,0,0
10453401,0,0,0,838611.111111111,1,3,,0,0,0
10453401,0,0,0,838611.111111111,1,3,,0,0,0
10453411,1,1,0,58333.3333333333,0,1,,0,0,0
10453421,0,0,0,1018541.66666667,1,4,4166.6665,0,0,0
10453421,0,0,0,1018541.66666667,1,4,4166.6665,0,0,0
10453421,0,0,0,1018541.66666667,1,4,4166.6665,0,0,0
10453421,0,0,0,1018541.66666667,1,4,4166.6665,0,0,0
10453431,0,0,0,522222.222222222,1,3,,0,0,0
10453431,0,0,0,522222.222222222,1,3,,0,0,0
10453431,0,0,0,522222.222222222,1,3,,0,0,0
10453441,0,0,0,967000,0,2,116666.66,0,0,0
10453441,0,0,0,967000,0,2,116666.66,0,0,0
10453451,0,0,0,700000,0,1,0,0,0,0
10453461,0,0,0,1379166.66666667,0,1,,0,0,0
10453471,0,0,0,643583.333333333,1,2,0,0,0,0
10453471,0,0,0,643583.333333333,1,2,0,0,0,0
10453481,0,0,0,600000,1,2,0,0,0,0
10453481,0,0,0,600000,1,2,0,0,0,0
10453491,1,1,0,,0,1,,0,0,0
10453501,1,0,0,245000,1,4,91666.672,0,1,1
10453501,1,0,0,245000,1,4,91666.672,0,1,1
10453501,1,0,0,245000,1,4,91666.672,0,1,1
10453501,1,0,0,245000,1,4,91666.672,0,1,1
10453511,1,0,0,400000,0,3,,0,1,1
10453511,1,0,0,400000,0,3,,0,1,1
10453511,1,0,0,400000,0,3,,0,1,1
10453611,1,0,0,350000,1,4,83333.328,0,0,0
10453611,1,0,0,350000,1,4,83333.328,0,0,0
10453611,1,0,0,350000,1,4,83333.328,0,0,0
10453611,1,0,0,350000,1,4,83333.328,0,0,0
10453621,0,0,0,966666.666666667,0,3,226666.67,0,0,0
10453621,0,0,0,966666.666666667,0,3,226666.67,0,0,0
10453621,0,0,0,966666.666666667,0,3,226666.67,0,0,0
10453631,0,0,0,2537500,0,3,,0,0,0
10453631,0,0,0,2537500,0,3,,0,0,0
10453631,0,0,0,2537500,0,3,,0,0,0
10453641,0,0,0,2333333.33333333,0,3,2129166.5,0,0,0
10453641,0,0,0,2333333.33333333,0,3,2129166.5,0,0,0
10453641,0,0,0,2333333.33333333,0,3,2129166.5,0,0,0
10453801,0,0,0,4750000,0,3,1495833.4,0,0,0
10453801,0,0,0,4750000,0,3,1495833.4,0,0,0
10453801,0,0,0,4750000,0,3,1495833.4,0,0,0
10453811,0,0,0,2000000,0,3,,0,0,0
10453811,0,0,0,2000000,0,3,,0,0,0
10453811,0,0,0,2000000,0,3,,0,0,0
10453821,1,0,0,349000,0,3,25666.668,0,0,0
10453821,1,0,0,349000,0,3,25666.668,0,0,0
10453821,1,0,0,349000,0,3,25666.668,0,0,0
10453831,0,0,0,548500,0,3,,0,0,0
10453831,0,0,0,548500,0,3,,0,0,0
10453831,0,0,0,548500,0,3,,0,0,0
10453841,0,0,0,414833.333333333,0,2,,0,0,0
10453841,0,0,0,414833.333333333,0,2,,0,0,0
10453961,0,0,0,1500000,0,1,,0,0,0
10453971,0,0,0,500000,1,2,,0,0,0
10453971,0,0,0,500000,1,2,,0,0,0
10453981,0,0,0,1100000,0,2,,0,0,0
10453981,0,0,0,1100000,0,2,,0,0,0
10453991,0,0,0,4394166.66666667,0,2,693333.38,0,0,0
10453991,0,0,0,4394166.66666667,0,2,693333.38,0,0,0
10454001,0,0,0,3750000,0,2,208333.33,0,0,0
10454001,0,0,0,3750000,0,2,208333.33,0,0,0
10454011,0,0,0,2780833.33333333,0,4,0,0,0,0
10454011,0,0,0,2780833.33333333,0,4,0,0,0,0
10454011,0,0,0,2780833.33333333,0,4,0,0,0,0
10454011,0,0,0,2780833.33333333,0,4,0,0,0,0
10454031,0,0,0,1000000,0,2,,0,0,0
10454031,0,0,0,1000000,0,2,,0,0,0
10454041,1,1,0,,0,1,,0,0,0
10454051,0,0,0,8900000,0,2,,0,0,0
10454051,0,0,0,8900000,0,2,,0,0,0
10454061,0,0,0,1050000,0,2,25000,0,0,0
10454061,0,0,0,1050000,0,2,25000,0,0,0
10454071,1,1,0,75000,1,2,2500,0,0,0
10454071,1,1,0,75000,1,2,2500,0,0,0
10454081,0,0,0,760263,0,2,,0,0,0
10454081,0,0,0,760263,0,2,,0,0,0
10454091,0,0,0,700000,0,1,,0,0,0
10454101,1,0,0,325000,1,4,,0,0,0
10454101,1,0,0,325000,1,4,,0,0,0
10454101,1,0,0,325000,1,4,,0,0,0
10454101,1,0,0,325000,1,4,,0,0,0
10454121,0,0,0,9900000,0,2,,0,0,0
10454121,0,0,0,9900000,0,2,,0,0,0
10454131,0,0,0,1624526,0,2,,0,0,0
10454131,0,0,0,1624526,0,2,,0,0,0
10454141,1,0,0,253881.5,1,4,50000,0,0,0
10454141,1,0,0,253881.5,1,4,50000,0,0,0
10454141,1,0,0,253881.5,1,4,50000,0,0,0
10454141,1,0,0,253881.5,1,4,50000,0,0,0
10454151,1,0,0,360000,1,5,,0,0,0
10454151,1,0,0,360000,1,5,,0,0,0
10454151,1,0,0,360000,1,5,,0,0,0
10454151,1,0,0,360000,1,5,,0,0,0
10454151,1,0,0,360000,1,5,,0,0,0
10454161,0,0,1,120000,0,1,,0,0,0
10454171,1,0,0,364250,0,4,130000,0,0,0
10454171,1,0,0,364250,0,4,130000,0,0,0
10454171,1,0,0,364250,0,4,130000,0,0,0
10454171,1,0,0,364250,0,4,130000,0,0,0
10454181,1,1,1,50000,1,4,,0,1,1
10454181,1,1,1,50000,1,4,,0,1,1
10454181,1,1,1,50000,1,4,,0,1,1
10454181,1,1,1,50000,1,4,,0,1,1
10454211,1,1,1,,1,3,,0,1,1
10454211,1,1,1,,1,3,,0,1,1
10454211,1,1,1,,1,3,,0,1,1
10454231,0,0,0,1300000,0,1,,0,0,0
10454241,1,0,0,304166.666666667,1,3,4166.6665,0,0,0
10454241,1,0,0,304166.666666667,1,3,4166.6665,0,0,0
10454241,1,0,0,304166.666666667,1,3,4166.6665,0,0,0
10454251,1,0,0,400666.666666667,1,3,,0,1,1
10454251,1,0,0,400666.666666667,1,3,,0,1,1
10454251,1,0,0,400666.666666667,1,3,,0,1,1
10454261,1,1,0,,0,2,,0,0,0
10454261,1,1,0,,0,2,,0,0,0
10454271,0,0,0,700000,0,1,,0,0,0
10454281,0,0,0,2083333.33333333,0,1,,0,0,0
10454301,0,0,0,1044500,0,2,,0,0,0
10454301,0,0,0,1044500,0,2,,0,0,0
10454311,0,0,0,1618500,0,2,,0,0,0
10454311,0,0,0,1618500,0,2,,0,0,0
10454321,0,0,0,1000000,0,1,,0,0,0
10454331,1,0,0,400000,0,3,,0,0,0
10454331,1,0,0,400000,0,3,,0,0,0
10454331,1,0,0,400000,0,3,,0,0,0
10454341,0,0,0,1500000,0,1,,0,0,0
10454351,1,0,0,277750,1,4,128333.34,0,0,0
10454351,1,0,0,277750,1,4,128333.34,0,0,0
10454351,1,0,0,277750,1,4,128333.34,0,0,0
10454351,1,0,0,277750,1,4,128333.34,0,0,0
10454361,0,0,0,1488333.33333333,0,3,80416.672,0,0,0
10454361,0,0,0,1488333.33333333,0,3,80416.672,0,0,0
10454361,0,0,0,1488333.33333333,0,3,80416.672,0,0,0
10454371,0,0,0,802000,0,1,,0,0,0
10454381,0,0,0,1208333.33333333,0,2,20833.334,0,0,0
10454381,0,0,0,1208333.33333333,0,2,20833.334,0,0,0
10454401,0,0,0,2008333.33333333,0,2,,0,0,0
10454401,0,0,0,2008333.33333333,0,2,,0,0,0
10454411,0,0,0,4516666.66666667,0,1,5000,0,0,0
10454421,0,0,0,1212500,0,2,,0,0,0
10454421,0,0,0,1212500,0,2,,0,0,0
10454431,0,0,0,850000,0,1,,0,0,0
10454441,1,1,0,,0,1,,0,0,0
10454451,0,0,0,1080000,0,1,,0,0,0
10454461,0,0,0,908525,0,1,,0,0,0
10454471,1,0,0,316730.555555556,1,3,,0,0,0
10454471,1,0,0,316730.555555556,1,3,,0,0,0
10454471,1,0,0,316730.555555556,1,3,,0,0,0
10454481,0,0,0,1000000,0,2,179927.7,0,0,0
10454481,0,0,0,1000000,0,2,179927.7,0,0,0
10454491,0,0,0,908526,0,1,,0,0,0
10454501,0,0,0,1966666.66666667,0,3,291666.66,0,0,0
10454501,0,0,0,1966666.66666667,0,3,291666.66,0,0,0
10454501,0,0,0,1966666.66666667,0,3,291666.66,0,0,0
10454521,0,0,0,1600000,0,1,,0,0,0
10454531,0,0,0,997000,0,1,,0,0,0
10454551,1,0,0,240000,1,5,16666.666,0,0,0
10454551,1,0,0,240000,1,5,16666.666,0,0,0
10454551,1,0,0,240000,1,5,16666.666,0,0,0
10454551,1,0,0,240000,1,5,16666.666,0,0,0
10454551,1,0,0,240000,1,5,16666.666,0,0,0
10454561,1,1,0,87500,1,4,,0,0,0
10454561,1,1,0,87500,1,4,,0,0,0
10454561,1,1,0,87500,1,4,,0,0,0
10454561,1,1,0,87500,1,4,,0,0,0
10454571,1,0,0,332333.333333333,0,3,,0,1,1
10454571,1,0,0,332333.333333333,0,3,,0,1,1
10454571,1,0,0,332333.333333333,0,3,,0,1,1
10454581,1,0,0,233333.333333333,0,3,,0,0,0
10454581,1,0,0,233333.333333333,0,3,,0,0,0
10454581,1,0,0,233333.333333333,0,3,,0,0,0
10454591,0,0,0,1134666.66666667,0,5,170000,0,0,0
10454591,0,0,0,1134666.66666667,0,5,170000,0,0,0
10454591,0,0,0,1134666.66666667,0,5,170000,0,0,0
10454591,0,0,0,1134666.66666667,0,5,170000,0,0,0
10454591,0,0,0,1134666.66666667,0,5,170000,0,0,0
10454601,1,1,0,,0,2,,0,0,0
10454601,1,1,0,,0,2,,0,0,0
10454611,0,0,1,603410.4,1,5,,0,0,0
10454611,0,0,1,603410.4,1,5,,0,0,0
10454611,0,0,1,603410.4,1,5,,0,0,0
10454611,0,0,1,603410.4,1,5,,0,0,0
10454611,0,0,1,603410.4,1,5,,0,0,0
10454621,0,0,0,1450000,0,3,,0,0,0
10454621,0,0,0,1450000,0,3,,0,0,0
10454621,0,0,0,1450000,0,3,,0,0,0
10454631,0,0,0,1517000,0,1,40000,0,0,0
10454641,0,0,0,2500000,0,2,708333.31,0,0,0
10454641,0,0,0,2500000,0,2,708333.31,0,0,0
10454651,1,1,0,,0,1,,0,0,0
10454661,1,1,0,150000,0,2,,0,0,0
10454661,1,1,0,150000,0,2,,0,0,0
10454671,0,0,0,1100000,0,1,,0,0,0
10454681,0,0,0,2500000,0,1,,0,0,0
10454691,0,0,0,4033333.33333333,0,3,0,0,1,1
10454691,0,0,0,4033333.33333333,0,3,0,0,1,1
10454691,0,0,0,4033333.33333333,0,3,0,0,1,1
10454701,0,0,0,850000,0,2,0,0,0,0
10454701,0,0,0,850000,0,2,0,0,0,0
10454711,0,0,0,12800000,0,1,0,0,0,0
10454721,0,0,0,5500000,0,2,,0,0,0
10454721,0,0,0,5500000,0,2,,0,0,0
10454731,0,0,0,825000,0,4,29166.668,0,0,0
10454731,0,0,0,825000,0,4,29166.668,0,0,0
10454731,0,0,0,825000,0,4,29166.668,0,0,0
10454731,0,0,0,825000,0,4,29166.668,0,0,0
10454741,0,0,0,605000,0,2,,0,0,0
10454741,0,0,0,605000,0,2,,0,0,0
10454751,0,0,0,4378283.5,0,2,,0,0,0
10454751,0,0,0,4378283.5,0,2,,0,0,0
10454771,0,0,0,1540000,0,5,3823333.3,0,0,0
10454771,0,0,0,1540000,0,5,3823333.3,0,0,0
10454771,0,0,0,1540000,0,5,3823333.3,0,0,0
10454771,0,0,0,1540000,0,5,3823333.3,0,0,0
10454771,0,0,0,1540000,0,5,3823333.3,0,0,0
10454781,0,0,0,2700000,0,2,,0,0,0
10454781,0,0,0,2700000,0,2,,0,0,0
10454791,1,0,0,350000,1,4,20000,0,0,0
10454791,1,0,0,350000,1,4,20000,0,0,0
10454791,1,0,0,350000,1,4,20000,0,0,0
10454791,1,0,0,350000,1,4,20000,0,0,0
10454801,1,1,0,68055.5555555555,1,3,,0,0,0
10454801,1,1,0,68055.5555555555,1,3,,0,0,0
10454801,1,1,0,68055.5555555555,1,3,,0,0,0
10454811,1,1,0,25000,1,2,,0,0,0
10454811,1,1,0,25000,1,2,,0,0,0
10454821,1,1,0,20833.3333333333,1,8,165000,0,1,1
10454821,1,1,0,20833.3333333333,1,8,165000,0,1,1
10454821,1,1,0,20833.3333333333,1,8,165000,0,1,1
10454821,1,1,0,20833.3333333333,1,8,165000,0,1,1
10454821,1,1,0,20833.3333333333,1,8,165000,0,1,1
10454821,1,1,0,20833.3333333333,1,8,165000,0,1,1
10454821,1,1,0,20833.3333333333,1,8,165000,0,1,1
10454821,1,1,0,20833.3333333333,1,8,165000,0,1,1
10454831,0,0,0,800000,0,5,583333.38,0,0,0
10454831,0,0,0,800000,0,5,583333.38,0,0,0
10454831,0,0,0,800000,0,5,583333.38,0,0,0
10454831,0,0,0,800000,0,5,583333.38,0,0,0
10454831,0,0,0,800000,0,5,583333.38,0,0,0
10454841,0,0,0,1050192.66666667,0,1,,0,0,0
10454851,0,0,0,1162500,0,4,641666.63,0,0,0
10454851,0,0,0,1162500,0,4,641666.63,0,0,0
10454851,0,0,0,1162500,0,4,641666.63,0,0,0
10454851,0,0,0,1162500,0,4,641666.63,0,0,0
10454861,1,0,0,369444.444444444,0,3,18333.332,0,0,0
10454861,1,0,0,369444.444444444,0,3,18333.332,0,0,0
10454861,1,0,0,369444.444444444,0,3,18333.332,0,0,0
10454871,0,0,0,1220750,0,2,,0,0,0
10454871,0,0,0,1220750,0,2,,0,0,0
10454891,1,1,0,183333.333333333,1,3,,0,0,0
10454891,1,1,0,183333.333333333,1,3,,0,0,0
10454891,1,1,0,183333.333333333,1,3,,0,0,0
10454901,1,0,0,289833.333333333,0,4,70000,0,0,0
10454901,1,0,0,289833.333333333,0,4,70000,0,0,0
10454901,1,0,0,289833.333333333,0,4,70000,0,0,0
10454901,1,0,0,289833.333333333,0,4,70000,0,0,0
10454911,1,1,0,126166.666666667,1,5,,0,1,1
10454911,1,1,0,126166.666666667,1,5,,0,1,1
10454911,1,1,0,126166.666666667,1,5,,0,1,1
10454911,1,1,0,126166.666666667,1,5,,0,1,1
10454911,1,1,0,126166.666666667,1,5,,0,1,1
10454921,0,0,0,688888.888888889,0,3,,0,0,0
10454921,0,0,0,688888.888888889,0,3,,0,0,0
10454921,0,0,0,688888.888888889,0,3,,0,0,0
10454931,0,0,0,900000,0,2,,0,0,0
10454931,0,0,0,900000,0,2,,0,0,0
10454941,0,0,0,3229166.66666667,0,1,,0,0,0
10454971,0,0,0,1152555.55555556,0,3,,0,0,0
10454971,0,0,0,1152555.55555556,0,3,,0,0,0
10454971,0,0,0,1152555.55555556,0,3,,0,0,0
10454981,0,0,0,524500,0,2,369333.31,0,0,0
10454981,0,0,0,524500,0,2,369333.31,0,0,0
10454991,1,1,0,,0,2,,0,0,0
10454991,1,1,0,,0,2,,0,0,0
10455001,0,0,0,576111.111111111,0,3,395000,0,0,0
10455001,0,0,0,576111.111111111,0,3,395000,0,0,0
10455001,0,0,0,576111.111111111,0,3,395000,0,0,0
10455021,0,0,0,602000,0,2,45833.332,0,0,0
10455021,0,0,0,602000,0,2,45833.332,0,0,0
10455031,0,0,0,2355833.5,0,2,,0,0,0
10455031,0,0,0,2355833.5,0,2,,0,0,0
10455041,1,0,0,385889,0,3,,0,0,0
10455041,1,0,0,385889,0,3,,0,0,0
10455041,1,0,0,385889,0,3,,0,0,0
10455051,0,0,0,5000000,0,1,,0,0,0
10455061,0,0,0,1500000,0,2,,0,0,0
10455061,0,0,0,1500000,0,2,,0,0,0
10455081,0,0,0,1280000,0,1,,0,0,0
10455091,0,0,0,1488541.66666667,0,4,116666.66,0,0,0
10455091,0,0,0,1488541.66666667,0,4,116666.66,0,0,0
10455091,0,0,0,1488541.66666667,0,4,116666.66,0,0,0
10455091,0,0,0,1488541.66666667,0,4,116666.66,0,0,0
10455101,0,0,0,1050000,0,4,1008333.4,0,0,0
10455101,0,0,0,1050000,0,4,1008333.4,0,0,0
10455101,0,0,0,1050000,0,4,1008333.4,0,0,0
10455101,0,0,0,1050000,0,4,1008333.4,0,0,0
10455111,0,0,0,1037500,0,2,,0,0,0
10455111,0,0,0,1037500,0,2,,0,0,0
10455121,0,0,0,3500000,0,1,,0,0,0
10455131,0,0,0,1000000,0,1,,0,0,0
10455141,1,1,0,,1,3,7500,0,1,1
10455141,1,1,0,,1,3,7500,0,1,1
10455141,1,1,0,,1,3,7500,0,1,1
10455151,1,1,0,60000,0,1,,0,0,0
10455161,1,1,0,100000,0,2,,0,0,0
10455161,1,1,0,100000,0,2,,0,0,0
10455201,0,0,0,983333.333333333,0,3,583.33331,0,1,1
10455201,0,0,0,983333.333333333,0,3,583.33331,0,1,1
10455201,0,0,0,983333.333333333,0,3,583.33331,0,1,1
10455211,0,0,0,766666.666666667,0,3,650,0,0,0
10455211,0,0,0,766666.666666667,0,3,650,0,0,0
10455211,0,0,0,766666.666666667,0,3,650,0,0,0
10455221,1,1,0,150000,0,2,,0,1,1
10455221,1,1,0,150000,0,2,,0,1,1
10455231,0,0,0,302666.666666667,0,3,,0,1,1
10455231,0,0,0,302666.666666667,0,3,,0,1,1
10455231,0,0,0,302666.666666667,0,3,,0,1,1
10455241,1,0,0,289500,1,4,0,0,1,1
10455241,1,0,0,289500,1,4,0,0,1,1
10455241,1,0,0,289500,1,4,0,0,1,1
10455241,1,0,0,289500,1,4,0,0,1,1
10455251,1,1,0,,0,1,,0,0,0
10455261,0,0,0,1055000,0,2,,0,0,0
10455261,0,0,0,1055000,0,2,,0,0,0
10455271,1,1,0,100000,1,2,,0,0,0
10455271,1,1,0,100000,1,2,,0,0,0
10455291,0,0,0,510613.5,1,4,,0,0,0
10455291,0,0,0,510613.5,1,4,,0,0,0
10455291,0,0,0,510613.5,1,4,,0,0,0
10455291,0,0,0,510613.5,1,4,,0,0,0
10455311,1,0,0,287030.166666667,1,4,,0,0,0
10455311,1,0,0,287030.166666667,1,4,,0,0,0
10455311,1,0,0,287030.166666667,1,4,,0,0,0
10455311,1,0,0,287030.166666667,1,4,,0,0,0
10455321,1,1,0,30000,1,1,,0,0,0
10455331,1,0,0,390818,1,3,,0,1,1
10455331,1,0,0,390818,1,3,,0,1,1
10455331,1,0,0,390818,1,3,,0,1,1
10455351,0,0,1,150000,0,1,,0,0,0
10455361,1,0,0,444530.166666667,1,4,148333.34,0,0,0
10455361,1,0,0,444530.166666667,1,4,148333.34,0,0,0
10455361,1,0,0,444530.166666667,1,4,148333.34,0,0,0
10455361,1,0,0,444530.166666667,1,4,148333.34,0,0,0
10455371,0,0,0,1150000,0,4,232500,0,0,0
10455371,0,0,0,1150000,0,4,232500,0,0,0
10455371,0,0,0,1150000,0,4,232500,0,0,0
10455371,0,0,0,1150000,0,4,232500,0,0,0
10455381,0,0,0,400000,0,2,,0,0,0
10455381,0,0,0,400000,0,2,,0,0,0
10455391,1,0,0,340500,0,4,101500,0,0,0
10455391,1,0,0,340500,0,4,101500,0,0,0
10455391,1,0,0,340500,0,4,101500,0,0,0
10455391,1,0,0,340500,0,4,101500,0,0,0
10455401,1,1,0,,0,2,,0,0,0
10455401,1,1,0,,0,2,,0,0,0
10455411,1,1,1,,0,3,58333.332,0,0,0
10455411,1,1,1,,0,3,58333.332,0,0,0
10455411,1,1,1,,0,3,58333.332,0,0,0
10455431,0,0,0,533333.333333333,0,3,,0,0,0
10455431,0,0,0,533333.333333333,0,3,,0,0,0
10455431,0,0,0,533333.333333333,0,3,,0,0,0
10455451,0,0,0,4000000,0,2,,0,0,0
10455451,0,0,0,4000000,0,2,,0,0,0
10455471,1,0,0,450000,0,1,,0,0,0
10455481,0,0,0,500000,0,1,,0,0,0
10455491,0,0,0,901916.666666667,0,2,,0,0,0
10455491,0,0,0,901916.666666667,0,2,,0,0,0
10455501,0,0,0,933333.333333333,0,3,,0,0,0
10455501,0,0,0,933333.333333333,0,3,,0,0,0
10455501,0,0,0,933333.333333333,0,3,,0,0,0
10455511,1,0,0,390000,0,3,583333.31,0,0,0
10455511,1,0,0,390000,0,3,583333.31,0,0,0
10455511,1,0,0,390000,0,3,583333.31,0,0,0
10455521,0,0,0,1166000,0,5,350000,0,0,0
10455521,0,0,0,1166000,0,5,350000,0,0,0
10455521,0,0,0,1166000,0,5,350000,0,0,0
10455521,0,0,0,1166000,0,5,350000,0,0,0
10455521,0,0,0,1166000,0,5,350000,0,0,0
10455531,1,1,0,,0,1,,0,0,0
10455571,0,0,0,1541666.66666667,0,3,566666.69,0,0,0
10455571,0,0,0,1541666.66666667,0,3,566666.69,0,0,0
10455571,0,0,0,1541666.66666667,0,3,566666.69,0,0,0
10455581,0,0,0,494000,0,2,,0,0,0
10455581,0,0,0,494000,0,2,,0,0,0
10455591,0,0,0,1525888.88888889,0,3,70833.336,0,0,0
10455591,0,0,0,1525888.88888889,0,3,70833.336,0,0,0
10455591,0,0,0,1525888.88888889,0,3,70833.336,0,0,0
10455621,0,0,0,3377083.33333333,0,4,333333.31,0,0,0
10455621,0,0,0,3377083.33333333,0,4,333333.31,0,0,0
10455621,0,0,0,3377083.33333333,0,4,333333.31,0,0,0
10455621,0,0,0,3377083.33333333,0,4,333333.31,0,0,0
10455631,0,0,1,425000,0,2,,0,0,0
10455631,0,0,1,425000,0,2,,0,0,0
10455641,0,0,0,987291.666666667,0,4,141666.67,0,0,0
10455641,0,0,0,987291.666666667,0,4,141666.67,0,0,0
10455641,0,0,0,987291.666666667,0,4,141666.67,0,0,0
10455641,0,0,0,987291.666666667,0,4,141666.67,0,0,0
10455661,0,0,0,1980000,0,2,,0,0,0
10455661,0,0,0,1980000,0,2,,0,0,0
10455671,0,0,0,11883333.3333333,0,3,,0,0,0
10455671,0,0,0,11883333.3333333,0,3,,0,0,0
10455671,0,0,0,11883333.3333333,0,3,,0,0,0
10455691,0,0,0,329333.333333333,0,3,,0,0,0
10455691,0,0,0,329333.333333333,0,3,,0,0,0
10455691,0,0,0,329333.333333333,0,3,,0,0,0
10455701,0,0,0,1452777.77777778,0,6,1541666.8,0,0,0
10455701,0,0,0,1452777.77777778,0,6,1541666.8,0,0,0
10455701,0,0,0,1452777.77777778,0,6,1541666.8,0,0,0
10455701,0,0,0,1452777.77777778,0,6,1541666.8,0,0,0
10455701,0,0,0,1452777.77777778,0,6,1541666.8,0,0,0
10455701,0,0,0,1452777.77777778,0,6,1541666.8,0,0,0
10455711,0,0,0,300000,0,4,0,0,0,0
10455711,0,0,0,300000,0,4,0,0,0,0
10455711,0,0,0,300000,0,4,0,0,0,0
10455711,0,0,0,300000,0,4,0,0,0,0
10455721,0,0,0,1482416.66666667,0,4,,0,0,0
10455721,0,0,0,1482416.66666667,0,4,,0,0,0
10455721,0,0,0,1482416.66666667,0,4,,0,0,0
10455721,0,0,0,1482416.66666667,0,4,,0,0,0
10455731,0,0,0,987500,0,4,916666.69,0,0,0
10455731,0,0,0,987500,0,4,916666.69,0,0,0
10455731,0,0,0,987500,0,4,916666.69,0,0,0
10455731,0,0,0,987500,0,4,916666.69,0,0,0
10455741,0,0,0,4066666.66666667,0,3,841666.63,0,0,0
10455741,0,0,0,4066666.66666667,0,3,841666.63,0,0,0
10455741,0,0,0,4066666.66666667,0,3,841666.63,0,0,0
10455761,0,0,0,2991666.66666667,0,3,,0,0,0
10455761,0,0,0,2991666.66666667,0,3,,0,0,0
10455761,0,0,0,2991666.66666667,0,3,,0,0,0
10455781,0,0,0,1177000,1,4,,0,0,0
10455781,0,0,0,1177000,1,4,,0,0,0
10455781,0,0,0,1177000,1,4,,0,0,0
10455781,0,0,0,1177000,1,4,,0,0,0
10455791,0,0,0,5616666.66666667,0,3,2016666.6,0,0,0
10455791,0,0,0,5616666.66666667,0,3,2016666.6,0,0,0
10455791,0,0,0,5616666.66666667,0,3,2016666.6,0,0,0
10455801,1,0,0,435388.888888889,0,3,61666.668,0,0,0
10455801,1,0,0,435388.888888889,0,3,61666.668,0,0,0
10455801,1,0,0,435388.888888889,0,3,61666.668,0,0,0
10455811,0,0,0,890000,0,2,,0,0,0
10455811,0,0,0,890000,0,2,,0,0,0
10455821,1,0,0,264631.5,0,4,92916.672,0,0,0
10455821,1,0,0,264631.5,0,4,92916.672,0,0,0
10455821,1,0,0,264631.5,0,4,92916.672,0,0,0
