codigo_icfes,nombre_institucion,municipio,año,eval,lec,mat,soc,cie,ing,d_st,prom,global,pos
072793,CENT EDUC DIST INST TEC RODRIGO DE TRIANA,BOGOTÁ D.C.,2023,92,55.0,53.0,51.0,52.0,52.0,9.4,52.7,263.5,4004
072793,CENT EDUC DIST INST TEC RODRIGO DE TRIANA,BOGOTÁ D.C.,2024,91,56.0,55.0,50.0,50.0,51.0,9.0,52.6,263.0,4413
072793,CENT EDUC DIST INST TEC RODRIGO DE TRIANA,BOGOTÁ D.C.,2025,91,57.0,53.0,50.0,52.0,54.0,10.0,53.1,265.5,4310
020792,COL DIST JOSE MARIA CORDOBA,BOGOTÁ D.C.,2025,159,58.0,57.0,53.0,52.0,59.0,9.4,55.3,276.5,3124
112896,CENT EDUC DIST ISABEL II,BOGOTÁ D.C.,2020,74,56.0,54.0,53.0,52.0,50.0,9.0,53.5,267.5,2591
112896,CENT EDUC DIST ISABEL II,BOGOTÁ D.C.,2021,59,57.0,55.0,51.0,51.0,51.0,9.2,53.3,266.5,2723
112896,CENT EDUC DIST ISABEL II,BOGOTÁ D.C.,2022,66,55.0,53.0,49.0,51.0,52.0,9.8,52.0,260.0,4028
112896,CENT EDUC DIST ISABEL II,BOGOTÁ D.C.,2023,61,57.0,56.0,53.0,53.0,56.0,10.6,54.8,274.0,2835
112896,CENT EDUC DIST ISABEL II,BOGOTÁ D.C.,2024,65,57.0,56.0,54.0,53.0,56.0,9.2,55.1,275.5,3074
112896,CENT EDUC DIST ISABEL II,BOGOTÁ D.C.,2025,67,56.0,55.0,50.0,52.0,55.0,9.0,53.4,267.0,4079
215723,COL DIST RAFAEL BERNAL JIMENEZ,BOGOTÁ D.C.,2020,68,57.0,57.0,54.0,52.0,51.0,9.2,54.7,273.5,2144
215723,COL DIST RAFAEL BERNAL JIMENEZ,BOGOTÁ D.C.,2021,88,56.0,55.0,51.0,52.0,54.0,8.8,53.5,267.5,2660
215723,COL DIST RAFAEL BERNAL JIMENEZ,BOGOTÁ D.C.,2022,67,56.0,55.0,51.0,52.0,55.0,9.4,53.6,268.0,3174
215723,COL DIST RAFAEL BERNAL JIMENEZ,BOGOTÁ D.C.,2023,88,57.0,53.0,52.0,53.0,54.0,9.8,53.8,269.0,3317
215723,COL DIST RAFAEL BERNAL JIMENEZ,BOGOTÁ D.C.,2024,69,55.0,53.0,48.0,50.0,52.0,9.8,51.5,257.5,5205
215723,COL DIST RAFAEL BERNAL JIMENEZ,BOGOTÁ D.C.,2025,88,58.0,54.0,50.0,52.0,56.0,9.4,53.7,268.5,3966
217547,CENT EDUC DIST HERNANDO DURAN DUSAN,BOGOTÁ D.C.,2020,117,54.0,53.0,51.0,51.0,47.0,8.8,51.8,259.0,3398
217547,CENT EDUC DIST HERNANDO DURAN DUSAN,BOGOTÁ D.C.,2021,127,55.0,51.0,49.0,50.0,50.0,9.0,51.2,256.0,3688
217547,CENT EDUC DIST HERNANDO DURAN DUSAN,BOGOTÁ D.C.,2022,160,55.0,54.0,50.0,52.0,54.0,9.0,52.8,264.0,3592
217547,CENT EDUC DIST HERNANDO DURAN DUSAN,BOGOTÁ D.C.,2023,172,55.0,53.0,50.0,51.0,52.0,9.6,52.2,261.0,4277
217547,CENT EDUC DIST HERNANDO DURAN DUSAN,BOGOTÁ D.C.,2024,170,57.0,55.0,50.0,53.0,53.0,9.6,53.7,268.5,3765
217547,CENT EDUC DIST HERNANDO DURAN DUSAN,BOGOTÁ D.C.,2025,159,56.0,55.0,50.0,52.0,55.0,10.4,53.4,267.0,4079
599506,LICEO CULTURAL LUIS ENRIQUE OSORIO,BOGOTÁ D.C.,2020,79,54.0,53.0,49.0,50.0,50.0,9.2,51.4,257.0,3630
599506,LICEO CULTURAL LUIS ENRIQUE OSORIO,BOGOTÁ D.C.,2021,83,54.0,54.0,47.0,50.0,50.0,8.8,51.2,256.0,3688
599506,LICEO CULTURAL LUIS ENRIQUE OSORIO,BOGOTÁ D.C.,2022,74,55.0,55.0,49.0,50.0,52.0,9.6,52.2,261.0,3916
599506,LICEO CULTURAL LUIS ENRIQUE OSORIO,BOGOTÁ D.C.,2023,103,56.0,56.0,50.0,51.0,52.0,9.2,53.2,266.0,3670
599506,LICEO CULTURAL LUIS ENRIQUE OSORIO,BOGOTÁ D.C.,2024,94,56.0,58.0,49.0,52.0,55.0,8.4,53.8,269.0,3641
599506,LICEO CULTURAL LUIS ENRIQUE OSORIO,BOGOTÁ D.C.,2025,98,56.0,56.0,49.0,52.0,57.0,9.6,53.5,267.5,4079
734244,CENT EDUC DIST TENERIFE,BOGOTÁ D.C.,2020,54,54.0,53.0,50.0,50.0,46.0,8.4,51.3,256.5,3726
734244,CENT EDUC DIST TENERIFE,BOGOTÁ D.C.,2021,52,53.0,50.0,48.0,49.0,50.0,10.0,50.0,250.0,4448
734244,CENT EDUC DIST TENERIFE,BOGOTÁ D.C.,2022,47,56.0,56.0,50.0,53.0,53.0,8.0,53.7,268.5,3174
734244,CENT EDUC DIST TENERIFE,BOGOTÁ D.C.,2023,55,57.0,55.0,52.0,51.0,53.0,10.0,53.7,268.5,3422
734244,CENT EDUC DIST TENERIFE,BOGOTÁ D.C.,2024,53,56.0,55.0,53.0,52.0,53.0,9.0,53.9,269.5,3641
734244,CENT EDUC DIST TENERIFE,BOGOTÁ D.C.,2025,54,57.0,55.0,51.0,52.0,54.0,9.4,53.8,269.0,3853
723890,COLEGIO MARIA CANO (IED),BOGOTÁ D.C.,2020,90,54.0,54.0,49.0,49.0,45.0,9.2,51.0,255.0,3849
723890,COLEGIO MARIA CANO (IED),BOGOTÁ D.C.,2021,103,53.0,52.0,47.0,49.0,50.0,9.0,50.2,251.0,4303
723890,COLEGIO MARIA CANO (IED),BOGOTÁ D.C.,2022,104,55.0,52.0,48.0,50.0,48.0,9.4,51.0,255.0,4637
723890,COLEGIO MARIA CANO (IED),BOGOTÁ D.C.,2023,88,53.0,49.0,48.0,48.0,51.0,9.2,49.6,248.0,6063
723890,COLEGIO MARIA CANO (IED),BOGOTÁ D.C.,2024,104,54.0,54.0,50.0,51.0,51.0,9.4,52.2,261.0,4672
723890,COLEGIO MARIA CANO (IED),BOGOTÁ D.C.,2025,92,56.0,56.0,50.0,52.0,54.0,10.4,53.5,267.5,4079
734319,COL DIST GUSTAVO MORALES MORALES,BOGOTÁ D.C.,2020,102,54.0,54.0,51.0,51.0,51.0,9.4,52.4,262.0,3075
734319,COL DIST GUSTAVO MORALES MORALES,BOGOTÁ D.C.,2021,133,55.0,51.0,49.0,50.0,54.0,9.0,51.5,257.5,3586
734319,COL DIST GUSTAVO MORALES MORALES,BOGOTÁ D.C.,2022,86,55.0,52.0,51.0,51.0,56.0,10.0,52.5,262.5,3812
734319,COL DIST GUSTAVO MORALES MORALES,BOGOTÁ D.C.,2023,101,57.0,56.0,53.0,55.0,56.0,9.0,55.3,276.5,2696
734319,COL DIST GUSTAVO MORALES MORALES,BOGOTÁ D.C.,2024,117,57.0,57.0,51.0,53.0,57.0,10.0,54.7,273.5,3266
734319,COL DIST GUSTAVO MORALES MORALES,BOGOTÁ D.C.,2025,124,56.0,54.0,50.0,52.0,58.0,10.8,53.4,267.0,4079
817395,CENTRO EDUCATIVO PRO-EDUCAR,BOGOTÁ D.C.,2025,6,54.0,50.0,47.0,52.0,56.0,9.0,51.2,256.0,5505
066647,COLEGIO CIUDAD DE CALI,BOGOTÁ D.C.,2020,61,53.0,51.0,49.0,47.0,46.0,10.0,49.7,248.5,4747
066647,COLEGIO CIUDAD DE CALI,BOGOTÁ D.C.,2021,73,52.0,48.0,48.0,49.0,50.0,9.6,49.3,246.5,4956
066647,COLEGIO CIUDAD DE CALI,BOGOTÁ D.C.,2022,54,56.0,50.0,49.0,50.0,52.0,9.4,51.3,256.5,4486
066647,COLEGIO CIUDAD DE CALI,BOGOTÁ D.C.,2023,73,54.0,52.0,49.0,50.0,53.0,9.6,51.4,257.0,4796
066647,COLEGIO CIUDAD DE CALI,BOGOTÁ D.C.,2024,55,58.0,54.0,52.0,53.0,54.0,9.0,54.2,271.0,3449
066647,COLEGIO CIUDAD DE CALI,BOGOTÁ D.C.,2025,61,57.0,55.0,52.0,52.0,55.0,9.4,54.1,270.5,3735
085498,LIC NORMANDIA,BOGOTÁ D.C.,2020,29,58.0,56.0,55.0,52.0,55.0,9.2,55.2,276.0,1964
085498,LIC NORMANDIA,BOGOTÁ D.C.,2021,35,59.0,52.0,54.0,53.0,63.0,8.8,55.2,276.0,2063
085498,LIC NORMANDIA,BOGOTÁ D.C.,2022,33,59.0,56.0,56.0,56.0,63.0,8.6,57.2,286.0,1860
085498,LIC NORMANDIA,BOGOTÁ D.C.,2023,26,59.0,55.0,56.0,54.0,61.0,8.6,56.4,282.0,2275
085498,LIC NORMANDIA,BOGOTÁ D.C.,2024,24,57.0,57.0,55.0,54.0,62.0,9.2,56.2,281.0,2581
085498,LIC NORMANDIA,BOGOTÁ D.C.,2025,32,59.0,51.0,54.0,52.0,59.0,10.6,54.4,272.0,3504
036319,INST DE BTO TEC COMERCIAL PITAGORAS,BOGOTÁ D.C.,2020,29,52.0,51.0,47.0,47.0,46.0,11.2,49.0,245.0,5182
036319,INST DE BTO TEC COMERCIAL PITAGORAS,BOGOTÁ D.C.,2021,24,50.0,49.0,44.0,47.0,46.0,8.4,47.4,237.0,6250
036319,INST DE BTO TEC COMERCIAL PITAGORAS,BOGOTÁ D.C.,2022,32,53.0,49.0,49.0,49.0,52.0,9.8,50.2,251.0,5167
036319,INST DE BTO TEC COMERCIAL PITAGORAS,BOGOTÁ D.C.,2023,27,55.0,53.0,52.0,49.0,51.0,9.2,52.2,261.0,4277
036319,INST DE BTO TEC COMERCIAL PITAGORAS,BOGOTÁ D.C.,2024,32,53.0,51.0,48.0,51.0,55.0,8.8,51.1,255.5,5458
036319,INST DE BTO TEC COMERCIAL PITAGORAS,BOGOTÁ D.C.,2025,22,56.0,54.0,49.0,52.0,57.0,11.4,53.1,265.5,4310
023374,INEM FRANCISCO DE PAULA SANTANDER,BOGOTÁ D.C.,2020,147,53.0,52.0,49.0,48.0,45.0,10.2,50.1,250.5,4470
023374,INEM FRANCISCO DE PAULA SANTANDER,BOGOTÁ D.C.,2021,156,0.0,0.0,0.0,0.0,50.0,2.2,3.8,19.0,14336
023374,INEM FRANCISCO DE PAULA SANTANDER,BOGOTÁ D.C.,2021,157,53.0,51.0,48.0,49.0,0.0,7.8,46.4,232.0,7068
023374,INEM FRANCISCO DE PAULA SANTANDER,BOGOTÁ D.C.,2022,123,55.0,52.0,50.0,51.0,52.0,9.6,52.0,260.0,4028
023374,INEM FRANCISCO DE PAULA SANTANDER,BOGOTÁ D.C.,2023,130,53.0,51.0,49.0,50.0,52.0,9.6,50.8,254.0,5222
023374,INEM FRANCISCO DE PAULA SANTANDER,BOGOTÁ D.C.,2024,168,54.0,51.0,48.0,50.0,51.0,9.2,50.8,254.0,5600
023374,INEM FRANCISCO DE PAULA SANTANDER,BOGOTÁ D.C.,2025,159,56.0,54.0,50.0,52.0,56.0,9.4,53.2,266.0,4192
073056,CENT EDUC DIST PLAN PADRINOS SAN LUIS,BOGOTÁ D.C.,2020,24,53.0,52.0,48.0,48.0,45.0,9.2,49.8,249.0,4600
073056,CENT EDUC DIST PLAN PADRINOS SAN LUIS,BOGOTÁ D.C.,2021,31,51.0,51.0,46.0,47.0,50.0,8.4,48.8,244.0,5257
073056,CENT EDUC DIST PLAN PADRINOS SAN LUIS,BOGOTÁ D.C.,2022,44,54.0,50.0,48.0,50.0,49.0,9.4,50.4,252.0,5035
073056,CENT EDUC DIST PLAN PADRINOS SAN LUIS,BOGOTÁ D.C.,2023,42,51.0,53.0,49.0,50.0,50.0,9.4,50.7,253.5,5365
073056,CENT EDUC DIST PLAN PADRINOS SAN LUIS,BOGOTÁ D.C.,2024,42,53.0,54.0,49.0,51.0,50.0,7.8,51.6,258.0,5086
073056,CENT EDUC DIST PLAN PADRINOS SAN LUIS,BOGOTÁ D.C.,2025,43,55.0,53.0,47.0,52.0,53.0,10.6,51.8,259.0,5087
215467,CENT EDUC DIST ATENAS,BOGOTÁ D.C.,2020,44,52.0,51.0,48.0,49.0,48.0,7.6,49.8,249.0,4600
215467,CENT EDUC DIST ATENAS,BOGOTÁ D.C.,2021,25,51.0,49.0,44.0,48.0,51.0,8.4,48.2,241.0,5675
215467,CENT EDUC DIST ATENAS,BOGOTÁ D.C.,2022,24,54.0,54.0,48.0,50.0,51.0,8.0,51.5,257.5,4379
215467,CENT EDUC DIST ATENAS,BOGOTÁ D.C.,2023,38,55.0,55.0,51.0,52.0,54.0,9.8,53.3,266.5,3670
215467,CENT EDUC DIST ATENAS,BOGOTÁ D.C.,2024,44,56.0,55.0,50.0,52.0,54.0,8.6,53.3,266.5,4012
215467,CENT EDUC DIST ATENAS,BOGOTÁ D.C.,2025,38,55.0,53.0,49.0,52.0,54.0,10.2,52.4,262.0,4679
216408,COL DIST LUIS LOPEZ DE MESA,BOGOTÁ D.C.,2020,51,50.0,50.0,47.0,47.0,46.0,8.6,48.3,241.5,5792
216408,COL DIST LUIS LOPEZ DE MESA,BOGOTÁ D.C.,2021,52,52.0,51.0,47.0,48.0,49.0,9.8,49.5,247.5,4807
216408,COL DIST LUIS LOPEZ DE MESA,BOGOTÁ D.C.,2022,42,50.0,51.0,46.0,48.0,50.0,9.2,48.8,244.0,6169
216408,COL DIST LUIS LOPEZ DE MESA,BOGOTÁ D.C.,2023,56,50.0,49.0,46.0,48.0,47.0,10.0,48.2,241.0,7120
216408,COL DIST LUIS LOPEZ DE MESA,BOGOTÁ D.C.,2024,48,52.0,52.0,47.0,48.0,48.0,8.4,49.6,248.0,6451
216408,COL DIST LUIS LOPEZ DE MESA,BOGOTÁ D.C.,2025,55,52.0,54.0,48.0,52.0,53.0,10.4,51.6,258.0,5220
665703,COLEGIO CAFAM SANTA LUCIA (IED),BOGOTÁ D.C.,2020,95,56.0,56.0,51.0,52.0,49.0,9.8,53.4,267.0,2591
665703,COLEGIO CAFAM SANTA LUCIA (IED),BOGOTÁ D.C.,2021,121,55.0,55.0,48.0,49.0,52.0,9.8,51.8,259.0,3375
665703,COLEGIO CAFAM SANTA LUCIA (IED),BOGOTÁ D.C.,2022,97,57.0,54.0,51.0,52.0,53.0,10.2,53.5,267.5,3280
665703,COLEGIO CAFAM SANTA LUCIA (IED),BOGOTÁ D.C.,2023,110,53.0,52.0,50.0,51.0,53.0,9.6,51.6,258.0,4681
665703,COLEGIO CAFAM SANTA LUCIA (IED),BOGOTÁ D.C.,2024,89,56.0,55.0,50.0,51.0,55.0,9.6,53.2,266.0,4012
665703,COLEGIO CAFAM SANTA LUCIA (IED),BOGOTÁ D.C.,2025,97,56.0,55.0,51.0,52.0,53.0,10.0,53.5,267.5,4079
722215,COLEGIO JORGE ISAACS (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2020,28,56.0,55.0,50.0,51.0,48.0,10.2,52.6,263.0,2984
722215,COLEGIO JORGE ISAACS (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2021,66,56.0,52.0,50.0,51.0,52.0,7.4,52.2,261.0,3173
722215,COLEGIO JORGE ISAACS (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2022,60,57.0,56.0,50.0,53.0,55.0,9.6,54.1,270.5,3003
722215,COLEGIO JORGE ISAACS (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2023,76,56.0,55.0,51.0,52.0,53.0,9.6,53.5,267.5,3550
722215,COLEGIO JORGE ISAACS (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2024,82,57.0,55.0,54.0,52.0,55.0,9.6,54.5,272.5,3348
722215,COLEGIO JORGE ISAACS (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2025,80,58.0,56.0,54.0,52.0,56.0,10.4,55.1,275.5,3212
818450,COLEGIO LAURA HERRERA DE VARELA (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2024,72,54.0,50.0,48.0,50.0,50.0,10.4,50.5,252.5,5878
818450,COLEGIO LAURA HERRERA DE VARELA (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2025,73,54.0,52.0,49.0,52.0,54.0,9.8,51.9,259.5,5087
813626,COLEGIO FERNANDO SOTO APARICIO IED,BOGOTÁ D.C.,2023,87,55.0,54.0,50.0,52.0,54.0,10.0,52.8,264.0,3891
813626,COLEGIO FERNANDO SOTO APARICIO IED,BOGOTÁ D.C.,2024,118,54.0,53.0,49.0,51.0,57.0,9.2,52.2,261.0,4672
813626,COLEGIO FERNANDO SOTO APARICIO IED,BOGOTÁ D.C.,2025,128,56.0,54.0,50.0,52.0,56.0,10.0,53.2,266.0,4192
820860,CENT EDUC DIST BAS Y MEDIA TOM ADAMS,BOGOTÁ D.C.,2025,105,56.0,53.0,51.0,52.0,55.0,10.6,53.2,266.0,4192
053926,CENT EDUC DIST GRAN COLOMBIANO,BOGOTÁ D.C.,2020,157,56.0,56.0,53.0,53.0,49.0,8.8,54.1,270.5,2359
053926,CENT EDUC DIST GRAN COLOMBIANO,BOGOTÁ D.C.,2021,196,54.0,53.0,48.0,50.0,52.0,9.4,51.3,256.5,3688
053926,CENT EDUC DIST GRAN COLOMBIANO,BOGOTÁ D.C.,2022,188,55.0,53.0,48.0,51.0,51.0,8.6,51.7,258.5,4254
053926,CENT EDUC DIST GRAN COLOMBIANO,BOGOTÁ D.C.,2023,220,54.0,55.0,49.0,53.0,54.0,9.4,52.8,264.0,3891
053926,CENT EDUC DIST GRAN COLOMBIANO,BOGOTÁ D.C.,2024,172,57.0,57.0,51.0,53.0,56.0,9.2,54.6,273.0,3266
053926,CENT EDUC DIST GRAN COLOMBIANO,BOGOTÁ D.C.,2025,210,56.0,55.0,50.0,52.0,56.0,9.6,53.5,267.5,4079
138206,COL ANTONIO GARCIA (INS EDUC DIST),BOGOTÁ D.C.,2020,51,55.0,56.0,49.0,49.0,45.0,8.2,51.7,258.5,3519
138206,COL ANTONIO GARCIA (INS EDUC DIST),BOGOTÁ D.C.,2021,77,53.0,54.0,47.0,49.0,47.0,9.8,50.5,252.5,4180
138206,COL ANTONIO GARCIA (INS EDUC DIST),BOGOTÁ D.C.,2022,55,52.0,52.0,47.0,47.0,46.0,8.8,49.2,246.0,5890
138206,COL ANTONIO GARCIA (INS EDUC DIST),BOGOTÁ D.C.,2023,84,54.0,52.0,48.0,50.0,49.0,9.6,50.8,254.0,5222
138206,COL ANTONIO GARCIA (INS EDUC DIST),BOGOTÁ D.C.,2024,88,54.0,54.0,48.0,50.0,48.0,9.8,51.2,256.0,5338
138206,COL ANTONIO GARCIA (INS EDUC DIST),BOGOTÁ D.C.,2025,82,55.0,56.0,50.0,52.0,51.0,9.4,53.1,265.5,4310
054015,COL DIST CARLOS ARANGO VELEZ,BOGOTÁ D.C.,2020,31,52.0,55.0,49.0,47.0,46.0,8.6,50.4,252.0,4217
054015,COL DIST CARLOS ARANGO VELEZ,BOGOTÁ D.C.,2021,38,52.0,49.0,46.0,45.0,50.0,9.8,48.2,241.0,5675
054015,COL DIST CARLOS ARANGO VELEZ,BOGOTÁ D.C.,2022,46,55.0,53.0,49.0,52.0,53.0,10.2,52.3,261.5,3916
054015,COL DIST CARLOS ARANGO VELEZ,BOGOTÁ D.C.,2023,36,53.0,53.0,49.0,52.0,48.0,9.0,51.5,257.5,4796
054015,COL DIST CARLOS ARANGO VELEZ,BOGOTÁ D.C.,2024,38,54.0,55.0,51.0,52.0,55.0,9.8,53.2,266.0,4012
054015,COL DIST CARLOS ARANGO VELEZ,BOGOTÁ D.C.,2025,38,53.0,55.0,47.0,52.0,53.0,10.2,51.8,259.0,5087
037036,COL NSTRA SRA DE LAS VICTORIAS,BOGOTÁ D.C.,2020,20,54.0,57.0,53.0,52.0,50.0,9.0,53.7,268.5,2515
037036,COL NSTRA SRA DE LAS VICTORIAS,BOGOTÁ D.C.,2021,24,55.0,56.0,50.0,52.0,53.0,11.2,53.2,266.0,2723
037036,COL NSTRA SRA DE LAS VICTORIAS,BOGOTÁ D.C.,2022,31,60.0,61.0,54.0,55.0,59.0,8.4,57.6,288.0,1761
037036,COL NSTRA SRA DE LAS VICTORIAS,BOGOTÁ D.C.,2023,30,58.0,59.0,53.0,55.0,61.0,9.2,56.6,283.0,2191
037036,COL NSTRA SRA DE LAS VICTORIAS,BOGOTÁ D.C.,2024,27,59.0,57.0,54.0,53.0,58.0,9.0,55.9,279.5,2732
037036,COL NSTRA SRA DE LAS VICTORIAS,BOGOTÁ D.C.,2025,19,57.0,54.0,53.0,52.0,56.0,9.2,54.2,271.0,3610
109470,COLEGIO MANUEL CEPEDA VARGAS (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2020,144,55.0,53.0,51.0,50.0,47.0,9.0,51.8,259.0,3398
109470,COLEGIO MANUEL CEPEDA VARGAS (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2021,102,56.0,53.0,50.0,51.0,51.0,10.0,52.4,262.0,3083
109470,COLEGIO MANUEL CEPEDA VARGAS (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2022,107,54.0,52.0,49.0,51.0,52.0,9.4,51.5,257.5,4379
109470,COLEGIO MANUEL CEPEDA VARGAS (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2023,130,55.0,53.0,50.0,51.0,52.0,9.2,52.2,261.0,4277
109470,COLEGIO MANUEL CEPEDA VARGAS (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2024,171,55.0,52.0,50.0,52.0,54.0,9.4,52.4,262.0,4539
109470,COLEGIO MANUEL CEPEDA VARGAS (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2025,170,55.0,53.0,49.0,52.0,53.0,9.4,52.3,261.5,4808
037267,COL MILIT JOSE ANTONIO GALAN,BOGOTÁ D.C.,2020,95,55.0,53.0,52.0,49.0,54.0,11.0,52.4,262.0,3075
037267,COL MILIT JOSE ANTONIO GALAN,BOGOTÁ D.C.,2021,92,55.0,53.0,51.0,52.0,59.0,10.4,53.2,266.0,2723
037267,COL MILIT JOSE ANTONIO GALAN,BOGOTÁ D.C.,2022,63,56.0,52.0,52.0,50.0,56.0,9.4,52.8,264.0,3592
037267,COL MILIT JOSE ANTONIO GALAN,BOGOTÁ D.C.,2023,47,54.0,52.0,50.0,53.0,57.0,11.2,52.6,263.0,4004
037267,COL MILIT JOSE ANTONIO GALAN,BOGOTÁ D.C.,2024,47,56.0,54.0,52.0,52.0,59.0,9.6,53.9,269.5,3641
037267,COL MILIT JOSE ANTONIO GALAN,BOGOTÁ D.C.,2025,50,56.0,54.0,51.0,52.0,58.0,10.0,53.6,268.0,3966
045336,COL DIST U.B. MARCO FIDEL SUAREZ,BOGOTÁ D.C.,2020,120,55.0,56.0,53.0,52.0,49.0,9.6,53.6,268.0,2515
045336,COL DIST U.B. MARCO FIDEL SUAREZ,BOGOTÁ D.C.,2021,111,53.0,51.0,47.0,48.0,50.0,8.6,49.8,249.0,4556
045336,COL DIST U.B. MARCO FIDEL SUAREZ,BOGOTÁ D.C.,2022,74,55.0,52.0,50.0,51.0,53.0,10.8,52.1,260.5,4028
045336,COL DIST U.B. MARCO FIDEL SUAREZ,BOGOTÁ D.C.,2023,135,56.0,55.0,51.0,52.0,52.0,10.2,53.4,267.0,3550
045336,COL DIST U.B. MARCO FIDEL SUAREZ,BOGOTÁ D.C.,2024,134,56.0,52.0,51.0,51.0,55.0,9.0,52.7,263.5,4413
045336,COL DIST U.B. MARCO FIDEL SUAREZ,BOGOTÁ D.C.,2025,184,56.0,54.0,51.0,52.0,55.0,8.6,53.4,267.0,4079
039719,COL DIST EDUC BAS Y MEDIA MANUELITA SAENZ,BOGOTÁ D.C.,2020,105,54.0,54.0,53.0,53.0,49.0,8.8,53.2,266.0,2679
039719,COL DIST EDUC BAS Y MEDIA MANUELITA SAENZ,BOGOTÁ D.C.,2021,129,54.0,52.0,49.0,50.0,50.0,9.6,51.2,256.0,3688
039719,COL DIST EDUC BAS Y MEDIA MANUELITA SAENZ,BOGOTÁ D.C.,2022,105,54.0,52.0,50.0,50.0,51.0,9.4,51.5,257.5,4379
039719,COL DIST EDUC BAS Y MEDIA MANUELITA SAENZ,BOGOTÁ D.C.,2023,98,56.0,54.0,50.0,53.0,55.0,9.6,53.4,267.0,3550
039719,COL DIST EDUC BAS Y MEDIA MANUELITA SAENZ,BOGOTÁ D.C.,2024,97,55.0,52.0,49.0,51.0,52.0,10.0,51.8,259.0,4944
039719,COL DIST EDUC BAS Y MEDIA MANUELITA SAENZ,BOGOTÁ D.C.,2025,131,55.0,54.0,49.0,52.0,54.0,10.0,52.6,263.0,4556
026039,CENT EDUC DIST PANAMERICANO,BOGOTÁ D.C.,2020,17,54.0,50.0,50.0,50.0,48.0,10.0,50.8,254.0,3960
026039,CENT EDUC DIST PANAMERICANO,BOGOTÁ D.C.,2021,12,56.0,52.0,48.0,48.0,54.0,10.6,51.2,256.0,3688
026039,CENT EDUC DIST PANAMERICANO,BOGOTÁ D.C.,2022,15,56.0,53.0,53.0,55.0,58.0,9.6,54.5,272.5,2824
026039,CENT EDUC DIST PANAMERICANO,BOGOTÁ D.C.,2023,14,52.0,49.0,45.0,48.0,51.0,10.4,48.7,243.5,6816
026039,CENT EDUC DIST PANAMERICANO,BOGOTÁ D.C.,2024,19,52.0,51.0,47.0,49.0,52.0,9.2,49.9,249.5,6319
026039,CENT EDUC DIST PANAMERICANO,BOGOTÁ D.C.,2025,20,53.0,54.0,50.0,52.0,52.0,10.8,52.2,261.0,4808
148650,CENT EDUC DIST TIBABUYES UNIVERSAL,BOGOTÁ D.C.,2020,96,52.0,50.0,47.0,48.0,46.0,8.6,49.0,245.0,5182
148650,CENT EDUC DIST TIBABUYES UNIVERSAL,BOGOTÁ D.C.,2021,58,50.0,47.0,47.0,44.0,47.0,9.0,47.0,235.0,6590
148650,CENT EDUC DIST TIBABUYES UNIVERSAL,BOGOTÁ D.C.,2022,55,52.0,48.0,45.0,47.0,49.0,9.2,48.1,240.5,6767
148650,CENT EDUC DIST TIBABUYES UNIVERSAL,BOGOTÁ D.C.,2023,66,53.0,50.0,48.0,49.0,53.0,9.2,50.2,251.0,5651
148650,CENT EDUC DIST TIBABUYES UNIVERSAL,BOGOTÁ D.C.,2024,62,54.0,55.0,49.0,52.0,53.0,8.8,52.5,262.5,4539
148650,CENT EDUC DIST TIBABUYES UNIVERSAL,BOGOTÁ D.C.,2025,51,55.0,54.0,49.0,52.0,56.0,10.2,52.8,264.0,4428
706820,GONZALO ARANGO (INST EDUC DIST),BOGOTÁ D.C.,2020,127,54.0,52.0,51.0,49.0,47.0,9.0,51.2,256.0,3726
706820,GONZALO ARANGO (INST EDUC DIST),BOGOTÁ D.C.,2021,134,55.0,53.0,51.0,51.0,52.0,9.8,52.5,262.5,3083
706820,GONZALO ARANGO (INST EDUC DIST),BOGOTÁ D.C.,2022,128,56.0,53.0,51.0,52.0,54.0,9.2,53.1,265.5,3497
706820,GONZALO ARANGO (INST EDUC DIST),BOGOTÁ D.C.,2023,141,56.0,53.0,52.0,53.0,54.0,9.2,53.5,267.5,3550
706820,GONZALO ARANGO (INST EDUC DIST),BOGOTÁ D.C.,2024,130,56.0,53.0,51.0,52.0,55.0,9.4,53.2,266.0,4012
706820,GONZALO ARANGO (INST EDUC DIST),BOGOTÁ D.C.,2025,133,57.0,54.0,50.0,52.0,56.0,9.8,53.5,267.5,4079
741538,CENT EDUC DIST FRIEDRICH NAUMANN,BOGOTÁ D.C.,2020,57,55.0,53.0,50.0,50.0,49.0,9.8,51.8,259.0,3398
